,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,off_kmean
388,Denzel Valentine,26.0,1.0,5.0,7.1,1.5,3.7,40.9,0.8,2.3,35.7,0.0,0.0,0.0,0.3,1.3,1.7,0.5,0.2,0.5,7.4,0.0,0.0,-0.2,1.3,25.8,0.2,20.0,0.2,25.0,1.8,1.3,2.5,6.3,0.046,20.7,29.0,25.9,55.6,48.3,0.0,0.0,20.0,24.4,18.8,8.3,0.0,11.1,5.6,25.6,36.4,63.6,34.8,17.4,65.2,8.7,21.7,17.4,75.0,25.0,60.0,40.0,66.7,33.3,0.8,0.0,0.3,0.7,1.8,1.3,2.5,6.3,0.0,0.2,32.0,2.9,-1.6,1.2,-4.2,9.5,5.3,1.8,0.4,2.3,0.1,"$3,377,569",1
389,Isaac Bonga,20.0,4.0,8.0,15.0,1.5,3.1,48.6,0.3,0.8,44.4,0.5,0.8,66.7,0.7,1.9,2.6,1.1,0.6,1.8,10.2,0.0,0.0,0.3,1.9,17.7,0.6,28.0,0.2,14.3,4.2,3.4,4.6,14.2,0.049,10.4,11.0,10.2,9.3,6.8,12.0,14.3,15.7,17.1,13.0,13.2,9.5,31.0,21.1,11.0,75.7,24.3,60.9,4.3,26.1,10.9,19.6,56.5,78.6,21.4,100.0,0.0,83.3,16.7,0.8,0.8,0.4,2.2,4.2,3.4,4.6,14.2,0.2,1.3,162.0,-1.9,1.9,0.0,-0.7,5.9,5.2,-1.8,2.8,1.1,0.3,"$1,416,852",1
390,D.J. Wilson,23.0,7.0,1.0,9.8,1.5,3.6,41.4,0.8,2.8,27.3,0.0,0.0,0.0,0.4,1.4,1.8,1.0,0.5,0.6,7.2,0.0,0.0,-1.4,1.4,17.2,0.0,0.0,0.1,12.5,5.6,3.9,3.3,11.3,0.003,17.3,16.9,20.9,20.0,30.6,0.0,0.0,16.7,17.1,15.4,11.8,0.0,16.7,9.5,15.8,24.1,75.9,40.0,6.7,60.0,23.3,10.0,33.3,100.0,0.0,100.0,0.0,100.0,0.0,0.4,0.4,0.9,1.3,5.6,3.9,3.3,11.3,0.0,0.3,55.0,-5.1,-10.5,-15.5,-6.6,-9.6,-16.2,-5.7,-11.0,-16.7,-0.4,"$2,961,120",1
391,Shake Milton,23.0,7.0,1.0,8.8,1.3,3.6,34.5,0.5,2.1,23.5,0.8,0.9,85.7,0.1,0.8,0.9,0.5,1.5,1.6,4.4,0.0,0.0,-1.6,0.8,10.9,0.1,16.7,0.0,0.0,3.4,1.8,1.9,9.0,0.054000000000000006,25.4,19.6,22.3,26.7,30.9,37.5,31.8,7.7,10.3,10.3,44.4,0.0,41.9,20.8,22.6,41.4,58.6,40.0,0.0,40.0,10.0,0.0,40.0,83.3,16.7,100.0,0.0,90.0,10.0,0.0,0.0,0.4,1.5,3.4,1.8,1.9,9.0,0.0,0.6,70.0,-12.4,-3.1,-15.4,-12.3,1.7,-10.6,-13.0,-2.4,-15.4,-0.5,"$1,445,697",1
392,Shaquille Harrison,26.0,5.0,7.0,9.8,1.4,3.6,39.5,0.3,0.8,33.3,0.7,1.2,57.1,0.4,1.8,2.3,1.4,0.4,1.2,10.4,1.0,0.0,1.4,1.8,23.7,0.4,21.7,0.3,30.8,3.1,2.9,1.4,8.5,0.073,19.2,19.1,19.6,9.4,11.5,23.5,27.5,17.2,22.1,29.3,13.2,25.0,25.9,25.0,18.4,79.1,20.9,62.2,4.4,20.0,22.2,24.4,57.8,42.9,57.1,100.0,0.0,52.9,47.1,0.9,0.3,0.8,2.2,3.1,2.9,1.4,8.5,0.3,0.9,117.0,1.1,2.9,4.0,-4.1,11.0,6.8,0.3,4.6,4.8,0.4,"$898,310",1
393,Anthony Tolliver,34.0,5.0,10.0,17.8,1.1,3.9,29.3,0.9,3.1,28.3,0.6,0.7,81.8,0.6,2.7,3.3,0.7,0.7,1.3,10.0,0.0,0.0,-4.6,2.7,21.0,0.2,8.3,0.4,18.8,6.0,5.9,6.5,21.5,0.016,11.0,7.7,11.1,17.8,22.5,9.5,8.9,16.7,20.1,11.2,13.0,6.7,16.1,8.0,9.2,20.7,79.3,14.3,0.0,69.6,17.9,17.9,14.3,100.0,0.0,100.0,0.0,100.0,0.0,0.7,0.1,0.7,0.5,6.0,5.9,6.5,21.5,0.1,0.6,267.0,-3.7,-0.9,-4.6,-6.0,-6.1,-12.1,-4.4,-1.9,-6.2,-0.5,"$2,564,753",1
394,Admiral Schofield,22.0,2.0,4.0,8.7,1.2,1.7,70.0,0.7,1.2,57.1,0.7,0.7,100.0,0.3,1.0,1.3,0.2,0.0,0.5,5.5,0.0,0.0,1.7,1.0,14.3,0.0,0.0,0.0,0.0,2.5,1.3,2.3,8.3,0.073,8.9,16.3,10.0,22.2,13.2,26.7,22.2,40.0,17.0,3.3,0.0,0.0,14.3,14.3,18.5,30.0,70.0,27.3,18.2,54.5,9.1,9.1,9.1,66.7,33.3,100.0,0.0,85.7,14.3,0.3,0.0,0.3,0.3,2.5,1.3,2.3,8.3,0.0,0.5,52.0,3.7,-1.3,2.4,-7.9,11.4,3.4,1.8,1.0,2.8,0.1,"$898,310",1
395,Chandler Parsons,31.0,0.0,3.0,11.8,1.3,4.0,33.3,1.0,3.3,30.0,0.0,0.0,0.0,0.3,1.0,1.3,0.7,0.3,1.0,9.9,0.0,0.0,-8.3,1.0,21.4,1.3,44.4,0.0,0.0,4.0,5.7,2.7,15.3,-0.042,13.8,14.3,17.6,42.9,34.5,0.0,0.0,12.5,18.2,10.0,7.7,0.0,20.0,5.6,13.4,16.7,83.3,18.2,0.0,81.8,0.0,27.3,18.2,0.0,100.0,100.0,0.0,75.0,25.0,1.0,1.7,0.0,0.7,4.0,5.7,2.7,15.3,0.0,0.3,19.0,-1.8,4.7,2.8,-9.3,-1.1,-10.4,-3.3,4.0,0.7,0.0,"$25,102,511",1
396,Luke Kornet,24.0,3.0,8.0,11.5,1.4,4.0,34.1,0.5,2.2,20.8,0.5,0.5,100.0,0.5,1.4,1.8,0.5,0.3,1.1,9.4,0.0,0.0,-2.0,1.4,20.0,0.2,8.3,0.8,75.0,3.5,5.0,2.1,14.4,0.022000000000000002,15.9,13.8,18.3,18.5,27.9,15.6,11.1,22.7,20.6,9.1,7.5,6.9,21.8,12.5,14.4,45.5,54.5,50.0,5.0,37.5,7.5,22.5,45.0,90.0,10.0,100.0,0.0,93.3,6.7,0.8,0.2,0.3,1.6,3.5,5.0,2.1,14.4,0.2,0.5,126.0,-5.6,-8.4,-13.9,0.6,-6.6,-6.0,-4.7,-8.5,-13.2,-0.7,"$2,195,122",1
397,Mike Muscala,28.0,5.0,8.0,11.6,1.2,4.0,28.8,0.8,3.0,25.6,0.5,0.6,87.5,0.5,2.1,2.5,1.1,0.4,1.5,9.3,0.0,0.0,1.4,2.1,23.5,0.2,13.6,0.2,33.3,3.3,2.7,2.3,11.2,0.095,16.8,13.4,19.2,27.0,32.0,12.3,11.3,27.3,24.1,22.2,10.2,18.8,30.8,20.5,14.8,25.0,75.0,21.3,0.0,63.8,4.3,6.4,21.3,80.0,20.0,100.0,0.0,93.3,6.7,0.2,0.2,0.2,0.8,3.3,2.7,2.3,11.2,0.2,1.2,150.0,-2.9,6.1,3.2,-6.1,10.8,4.8,-3.6,7.3,3.7,0.5,"$2,028,594",1
398,Nicolas Batum,30.0,4.0,6.0,22.4,1.2,3.5,34.3,0.7,2.7,25.9,0.5,0.5,100.0,0.9,3.6,4.5,3.5,1.6,1.9,16.0,0.0,0.0,0.1,3.6,23.2,0.6,20.7,0.5,25.0,7.9,5.7,6.0,20.6,0.047,10.1,6.3,8.6,10.9,15.9,7.5,5.3,19.6,22.4,29.7,25.0,0.0,19.6,9.8,7.0,22.9,77.1,27.8,5.6,58.3,0.0,5.6,22.2,20.0,80.0,85.7,14.3,58.3,41.7,0.2,0.2,0.0,0.8,7.9,5.7,6.0,20.6,0.0,0.9,185.0,-0.8,-0.2,-0.9,4.1,3.0,7.0,0.1,0.4,0.5,0.3,"$25,565,217",1
399,Thon Maker,22.0,6.0,11.0,12.3,1.1,2.3,48.7,0.4,0.8,46.2,0.9,1.8,51.6,0.6,1.5,2.1,0.5,0.6,1.6,9.4,0.0,0.0,-2.5,1.5,20.5,0.4,23.1,0.7,48.0,5.8,3.0,3.2,14.2,0.009000000000000001,12.8,12.3,11.4,10.5,8.8,14.2,20.8,32.3,22.9,9.0,13.5,12.5,29.5,24.8,12.5,66.7,33.3,43.3,10.0,30.0,0.0,21.7,33.3,84.6,15.4,100.0,0.0,89.5,10.5,0.8,0.4,0.0,1.2,5.8,3.0,3.2,14.2,0.2,1.5,208.0,-0.8,-3.4,-4.2,-0.9,-6.1,-7.1,-0.9,-4.0,-4.9,-0.2,"$3,569,643",1
400,Gary Clark,25.0,5.0,1.0,10.6,1.3,3.2,42.1,0.8,2.5,33.3,0.0,0.0,0.0,0.8,1.7,2.5,0.8,0.0,0.8,8.8,0.0,0.0,5.2,1.7,22.2,0.2,7.7,0.2,25.0,3.8,2.2,2.8,9.0,0.043,11.9,12.9,15.3,18.5,21.1,0.0,0.0,35.7,25.4,14.7,0.0,20.0,14.3,12.0,12.2,21.1,78.9,28.6,0.0,71.4,0.0,9.5,28.6,66.7,33.3,100.0,0.0,87.5,12.5,0.3,0.3,0.0,1.0,3.8,2.2,2.8,9.0,0.2,0.5,39.0,5.4,-9.2,-3.8,13.4,-1.2,12.2,7.1,-8.3,-1.2,0.0,"$1,416,852",1
401,Michael Kidd-Gilchrist,26.0,0.0,2.0,9.2,1.0,5.0,20.0,0.5,1.5,33.3,1.0,1.0,100.0,0.5,2.5,3.0,0.5,0.5,1.5,7.4,0.0,0.0,-4.0,2.5,41.7,0.0,0.0,0.0,0.0,2.5,2.0,3.5,7.0,0.04,27.3,20.0,29.4,25.0,21.4,25.0,15.4,16.7,33.3,16.7,25.0,100.0,50.0,16.7,21.9,70.0,30.0,28.6,0.0,42.9,0.0,28.6,28.6,0.0,100.0,100.0,0.0,50.0,50.0,1.0,1.0,0.0,1.0,2.5,2.0,3.5,7.0,0.5,1.0,18.0,-9.0,-2.5,-11.4,-17.1,4.6,-12.5,-10.8,-1.2,-12.0,-0.1,"$13,000,000",1
402,Jerome Robinson,22.0,9.0,6.0,11.1,1.3,3.6,37.0,0.7,1.9,35.7,0.1,0.3,50.0,0.0,1.2,1.2,0.9,0.7,1.3,7.4,0.0,0.0,3.4,1.2,13.7,0.3,20.0,0.3,25.0,3.0,3.7,3.5,11.3,0.066,15.5,13.5,17.5,21.3,25.2,2.8,4.3,0.0,10.8,16.3,18.2,9.1,23.5,5.6,12.6,48.1,51.9,38.5,15.4,57.7,15.4,9.6,23.1,50.0,50.0,100.0,0.0,75.0,25.0,0.3,0.1,0.5,0.8,3.0,3.7,3.5,11.3,0.1,0.3,152.0,-3.6,-0.5,-4.1,2.8,5.6,8.4,-2.6,0.6,-2.1,0.1,"$3,567,720",1
403,James Johnson,32.0,3.0,3.0,11.3,1.3,3.0,44.4,0.3,1.5,22.2,0.3,0.7,50.0,0.3,1.5,1.8,0.7,0.7,0.8,8.4,0.0,0.0,1.8,1.5,17.0,0.5,27.3,0.3,28.6,4.0,1.7,2.7,11.7,0.048,15.1,14.3,15.5,10.0,18.4,6.9,11.1,22.2,17.7,12.1,20.0,16.7,20.8,12.9,12.4,50.0,50.0,60.0,0.0,30.0,25.0,0.0,60.0,66.7,33.3,100.0,0.0,75.0,25.0,0.0,0.3,0.8,2.0,4.0,1.7,2.7,11.7,0.2,0.7,68.0,-3.7,4.5,0.9,7.0,2.4,9.4,-2.0,4.3,2.3,0.2,"$15,349,400",1
404,Tyrone Wallace,25.0,2.0,10.0,12.2,1.2,3.5,33.3,0.1,1.2,7.1,0.9,1.4,64.7,0.3,1.6,1.8,1.0,0.8,1.4,7.8,0.0,0.0,-3.5,1.6,21.1,0.4,19.2,0.1,7.1,4.2,3.0,2.9,10.0,0.034,15.9,12.8,15.9,4.0,13.3,19.0,19.1,8.1,17.3,20.3,16.1,25.0,23.0,21.2,13.3,66.7,33.3,65.0,0.0,7.5,20.0,22.5,65.0,61.5,38.5,0.0,100.0,57.1,42.9,0.8,0.2,0.7,2.2,4.2,3.0,2.9,10.0,0.4,1.2,129.0,-3.5,-0.4,-3.9,-7.3,7.3,0.0,-4.4,1.1,-3.3,-0.0,"$1,588,231",1
405,Kyle O'Quinn,29.0,10.0,3.0,9.2,1.4,2.5,54.5,0.4,0.9,41.7,0.2,0.5,33.3,1.0,2.3,3.3,1.3,0.9,1.4,10.4,0.0,0.0,-4.3,2.3,40.5,0.2,9.1,0.5,53.8,4.8,1.6,2.5,10.0,-0.001,15.8,18.4,14.8,20.8,15.4,6.3,13.0,48.1,42.6,26.6,24.0,8.3,25.4,17.0,17.1,63.6,36.4,60.5,14.0,34.9,9.3,16.3,46.5,61.5,38.5,80.0,20.0,66.7,33.3,0.5,0.7,0.3,1.5,4.8,1.6,2.5,10.0,0.1,0.6,120.0,-0.8,-0.1,-0.8,-4.6,-11.2,-15.8,-1.5,-2.2,-3.8,-0.1,"$2,028,594",1
406,Mfiondu Kabengele,22.0,3.0,1.0,3.5,1.0,1.5,66.7,0.8,1.3,60.0,0.5,0.5,100.0,0.0,0.8,0.8,0.0,0.0,0.8,4.9,0.0,0.0,2.0,0.8,25.0,0.0,0.0,0.3,100.0,1.0,1.0,1.0,3.0,0.018000000000000002,22.6,30.8,28.6,30.0,35.7,100.0,66.7,0.0,25.0,0.0,0.0,0.0,30.0,100.0,34.2,16.7,83.3,15.4,0.0,69.2,0.0,0.0,15.4,100.0,0.0,33.3,66.7,50.0,50.0,0.0,0.8,0.0,0.5,1.0,1.0,1.0,3.0,0.0,0.3,14.0,14.5,4.4,18.9,15.5,4.0,19.5,15.4,4.4,19.8,0.2,"$1,977,000",1
408,Deonte Burton,25.0,4.0,6.0,8.4,1.2,3.0,40.0,0.5,1.6,31.3,0.3,0.4,75.0,0.3,1.7,2.0,0.2,0.3,1.0,6.2,0.0,0.0,-0.3,1.7,25.0,0.1,10.0,0.1,11.1,2.8,2.0,1.8,8.2,0.04,17.0,17.6,19.5,25.0,25.8,10.0,10.3,18.8,23.8,5.0,13.6,12.5,25.0,14.7,17.2,46.7,53.3,43.8,6.3,46.9,12.5,0.0,37.5,57.1,42.9,80.0,20.0,66.7,33.3,0.0,0.2,0.4,1.2,2.8,2.0,1.8,8.2,0.1,0.5,75.0,-0.2,-1.1,-1.3,-2.4,-0.4,-2.8,-0.5,-1.0,-1.6,0.0,"$1,416,852",1
409,Alfonzo McKinnie,27.0,3.0,10.0,11.2,1.1,2.7,40.0,0.5,1.2,43.8,0.5,0.7,66.7,0.5,1.8,2.2,0.2,0.5,1.3,7.6,0.0,0.0,-0.8,1.8,23.5,0.4,18.5,0.2,33.3,3.2,2.8,1.7,10.0,0.008,12.9,11.7,13.2,16.3,13.7,10.5,12.5,23.1,23.4,3.9,14.6,20.8,25.8,10.0,12.1,54.3,45.7,34.1,9.8,51.2,12.2,12.2,24.4,100.0,0.0,100.0,0.0,100.0,0.0,0.4,0.3,0.4,0.8,3.2,2.8,1.7,10.0,0.4,0.5,141.0,-3.1,-4.7,-7.8,4.5,-1.1,3.4,-1.8,-4.2,-6.0,-0.2,"$1,588,231",1
410,Bruno Caboclo,24.0,1.0,9.0,8.7,1.4,3.2,43.8,0.3,1.3,23.1,0.0,0.0,0.0,0.6,1.2,1.8,0.5,0.4,1.2,9.2,0.0,0.0,-0.8,1.2,20.0,0.4,18.2,0.8,53.3,4.0,4.2,3.0,6.8,0.038,16.3,19.7,19.2,20.0,22.0,0.0,0.0,28.6,22.2,11.4,15.4,16.7,31.6,4.5,15.7,59.4,40.6,71.0,12.9,29.0,6.5,6.5,58.1,72.7,27.3,100.0,0.0,78.6,21.4,0.2,0.6,0.2,1.8,4.0,4.2,3.0,6.8,0.2,0.2,87.0,-5.7,2.7,-3.0,-5.1,6.6,1.5,-5.9,3.7,-2.2,0.0,"$1,845,301",1
411,De'Anthony Melton,21.0,0.0,7.0,8.1,1.1,3.0,38.1,0.4,1.1,37.5,0.3,0.6,50.0,0.1,1.0,1.1,1.3,0.9,0.7,8.4,0.0,0.0,-4.3,1.0,19.4,0.9,54.5,0.1,20.0,4.9,4.3,3.0,8.6,-0.003,21.6,17.4,19.8,23.1,20.5,12.5,18.2,14.3,18.6,30.0,37.5,0.0,21.7,21.7,17.4,61.9,38.1,47.6,0.0,42.9,38.1,52.4,47.6,40.0,60.0,100.0,0.0,62.5,37.5,1.6,0.0,1.1,1.4,4.9,4.3,3.0,8.6,0.0,0.7,57.0,-4.0,0.9,-3.1,-5.5,-4.6,-10.1,-4.4,0.1,-4.3,-0.0,"$1,416,852",1
412,Javonte Green,26.0,9.0,3.0,6.3,1.3,2.4,55.2,0.2,0.7,25.0,0.2,0.4,40.0,0.2,0.7,0.8,0.3,0.3,0.8,5.1,0.0,0.0,-1.3,0.7,14.3,0.3,26.7,0.0,0.0,2.4,1.3,1.3,5.3,0.013000000000000001,18.5,25.4,21.2,16.7,18.2,6.5,12.8,14.3,14.3,7.5,12.5,0.0,22.2,11.8,21.3,72.4,27.6,77.8,0.0,16.7,27.8,38.9,77.8,71.4,28.6,100.0,0.0,75.0,25.0,1.2,0.3,0.8,2.3,2.4,1.3,1.3,5.3,0.0,0.3,72.0,-0.4,-1.4,-1.8,-0.4,-6.0,-6.4,-0.4,-2.4,-2.9,-0.0,"$898,310",1
416,Ryan Broekhoff,29.0,4.0,0.0,6.2,1.0,2.0,50.0,1.0,1.3,80.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,0.3,0.3,6.1,0.0,0.0,4.3,1.3,23.8,0.3,20.0,0.0,0.0,2.5,1.5,4.3,9.5,0.001,14.8,12.5,16.3,28.6,27.8,0.0,0.0,0.0,21.7,15.8,14.3,25.0,14.3,0.0,14.8,37.5,62.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,75.0,25.0,0.0,0.0,0.0,0.0,2.5,1.5,4.3,9.5,0.3,0.0,25.0,4.4,3.5,7.9,20.8,-6.2,14.6,7.6,1.8,9.4,0.2,"$1,443,842",1
417,Tim Frazier,29.0,3.0,7.0,12.4,0.8,3.8,21.1,0.3,1.3,23.1,1.1,1.4,78.6,0.3,0.6,0.9,3.0,1.2,1.7,10.1,0.0,0.0,-2.6,0.6,7.3,0.8,42.1,0.1,8.3,6.6,2.7,3.9,12.2,0.052000000000000005,19.3,9.3,18.6,10.3,17.1,26.8,22.2,10.0,8.0,53.6,23.5,0.0,30.9,27.4,12.4,65.8,34.2,33.3,26.7,30.0,6.7,13.3,6.7,20.0,80.0,66.7,33.3,37.5,62.5,0.4,0.2,0.2,0.2,6.6,2.7,3.9,12.2,0.0,1.7,124.0,-3.8,5.7,2.0,-5.8,2.8,-3.0,-4.3,5.6,1.2,0.3,"$1,882,867",1
418,Cody Martin,24.0,6.0,10.0,11.8,0.9,2.6,35.7,0.1,1.1,5.6,0.9,1.4,68.2,0.5,1.8,2.3,1.1,0.4,1.2,9.5,0.0,0.0,0.8,1.8,25.2,0.8,31.7,0.1,5.9,4.0,2.2,2.7,10.4,0.054000000000000006,12.5,10.0,12.7,2.3,13.2,16.1,16.4,17.4,22.9,20.5,12.3,7.1,25.3,21.6,10.5,57.1,42.9,60.9,0.0,6.5,28.3,34.8,60.9,50.0,50.0,100.0,0.0,53.3,46.7,1.0,0.4,0.8,1.8,4.0,2.2,2.7,10.4,0.1,1.7,189.0,-2.1,8.8,6.7,-1.2,6.4,5.3,-2.0,9.0,7.0,0.9,"$1,173,310",1
419,Torrey Craig,28.0,10.0,3.0,14.4,1.1,3.2,34.1,0.3,1.5,20.0,0.3,0.7,44.4,0.7,2.0,2.7,1.2,0.4,2.0,11.0,0.0,0.0,-3.2,2.0,19.4,0.4,20.0,0.8,64.7,5.0,2.2,4.2,14.6,0.043,11.1,9.7,12.1,11.8,20.4,8.0,11.7,19.6,19.4,15.3,8.8,6.3,27.7,10.4,9.6,51.2,48.8,55.6,5.6,33.3,22.2,11.1,50.0,80.0,20.0,100.0,0.0,85.7,14.3,0.3,0.0,0.6,1.4,5.0,2.2,4.2,14.6,0.1,0.6,187.0,-1.8,-0.7,-2.4,-5.8,-3.4,-9.3,-2.6,-1.3,-3.8,-0.1,"$2,100,000",1
421,David Nwaba,26.0,3.0,8.0,10.8,0.9,1.4,66.7,0.3,0.5,50.0,0.5,0.9,60.0,0.4,1.6,2.0,0.4,0.5,1.5,7.9,0.0,0.0,1.1,1.6,18.8,0.4,22.2,0.5,50.0,6.0,3.5,2.8,9.1,0.07200000000000001,8.4,10.6,7.6,10.3,7.3,11.3,12.7,16.0,18.2,7.8,9.3,11.1,23.9,8.9,10.7,60.0,40.0,48.3,0.0,31.0,20.7,17.2,48.3,100.0,0.0,100.0,0.0,100.0,0.0,0.5,0.5,0.5,1.3,6.0,3.5,2.8,9.1,0.1,0.5,119.0,-1.0,1.4,0.4,-0.9,10.5,9.5,-1.1,3.2,2.2,0.3,"$1,678,854",1
422,Semi Ojeleye,24.0,13.0,5.0,12.7,0.9,2.3,41.5,0.4,1.3,34.8,0.3,0.4,62.5,0.2,1.2,1.4,0.3,0.2,0.9,5.6,0.0,0.0,-0.1,1.2,13.3,0.3,12.8,0.1,4.0,3.7,3.0,3.3,11.1,0.053,9.0,9.9,10.1,13.3,13.5,5.7,7.5,8.7,12.3,5.5,6.2,15.0,17.7,10.6,9.6,43.9,56.1,38.3,8.5,51.1,8.5,8.5,29.8,77.8,22.2,100.0,0.0,88.2,11.8,0.2,0.2,0.2,0.8,3.7,3.0,3.3,11.1,0.2,0.6,214.0,-3.5,-0.2,-3.6,-3.6,-1.6,-5.2,-3.7,-0.5,-4.2,-0.2,"$1,618,520",1
423,Malcolm Miller,26.0,7.0,0.0,6.2,0.9,1.6,54.5,0.7,1.4,50.0,0.1,0.6,25.0,0.0,0.7,0.7,0.4,0.3,0.6,3.8,0.0,0.0,-0.4,0.7,14.7,0.0,0.0,0.0,0.0,2.3,2.6,2.1,6.0,0.012,14.2,17.6,14.1,29.4,27.0,9.1,22.2,0.0,10.9,11.5,15.4,16.7,19.0,16.7,18.8,9.1,90.9,11.1,0.0,83.3,0.0,0.0,11.1,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3,2.3,2.6,2.1,6.0,0.1,0.3,39.0,3.2,-4.1,-0.9,1.5,-7.2,-5.7,3.0,-5.0,-2.0,0.0,"$1,588,231",1
425,Ryan Anderson,31.0,1.0,1.0,7.0,1.0,3.5,28.6,0.5,2.5,20.0,0.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.5,9.2,0.0,0.0,3.5,3.5,70.0,0.5,100.0,0.0,0.0,3.5,3.0,2.0,9.0,0.031,24.2,14.3,30.4,10.0,31.3,0.0,0.0,0.0,70.0,22.2,14.3,0.0,14.3,0.0,12.2,28.6,71.4,40.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,3.5,3.0,2.0,9.0,0.0,0.0,14.0,-8.9,-2.6,-11.6,10.8,7.6,18.4,-5.7,-0.8,-6.5,-0.0,"$500,000",1
426,Ryan Anderson,31.0,1.0,1.0,7.0,1.0,3.5,28.6,0.5,2.5,20.0,0.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.5,9.2,0.0,0.0,3.5,3.5,70.0,0.5,100.0,0.0,0.0,3.5,3.0,2.0,9.0,0.031,24.2,14.3,30.4,10.0,31.3,0.0,0.0,0.0,70.0,22.2,14.3,0.0,14.3,0.0,12.2,28.6,71.4,40.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,3.5,3.0,2.0,9.0,0.0,0.0,14.0,-8.9,-2.6,-11.6,10.8,7.6,18.4,-5.7,-0.8,-6.5,-0.0,"$5,214,583",1
427,Udonis Haslem,39.0,2.0,0.0,5.4,0.5,0.5,100.0,0.0,0.0,0.0,1.5,2.0,75.0,0.0,1.5,1.5,0.0,0.0,1.5,4.3,0.0,0.0,-3.5,1.5,75.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,-0.023,13.0,16.7,7.7,0.0,0.0,33.3,40.0,0.0,75.0,0.0,0.0,0.0,42.9,33.3,21.7,100.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,7.0,0.0,1.5,11.0,1.3,-3.0,-1.7,-13.3,-12.2,-25.5,-1.4,-5.0,-6.4,-0.0,"$2,564,753",1
428,Matthew Dellavedova,29.0,5.0,12.0,13.6,0.8,3.1,25.0,0.2,1.8,9.7,0.7,0.8,92.3,0.2,1.2,1.4,2.2,0.9,1.6,8.0,0.0,0.0,-0.5,1.2,11.2,0.4,15.6,0.1,5.3,3.8,4.1,2.6,10.8,0.075,13.1,7.7,12.7,6.8,19.5,12.1,10.3,8.7,10.7,36.5,21.4,7.7,26.7,17.3,8.5,40.4,59.6,48.8,4.9,22.0,0.0,4.9,43.9,10.0,90.0,100.0,0.0,30.8,69.2,0.1,0.2,0.0,1.1,3.8,4.1,2.6,10.8,0.2,1.1,225.0,-3.9,3.3,-0.6,-5.3,9.1,3.8,-4.4,4.6,0.3,0.3,"$9,607,500",1
429,DeMarre Carroll,33.0,3.0,6.0,11.1,0.8,2.4,31.8,0.3,1.2,27.3,0.4,0.4,100.0,0.8,2.1,2.9,1.0,0.6,1.6,7.7,0.0,0.0,1.8,2.1,24.7,0.1,9.1,0.2,25.0,3.3,2.0,1.7,8.7,0.039,11.8,7.8,11.7,10.3,16.7,12.5,9.8,24.1,24.5,16.7,14.7,18.2,29.2,4.8,8.7,50.0,50.0,38.1,0.0,42.9,19.0,42.9,38.1,100.0,0.0,100.0,0.0,100.0,0.0,1.0,0.2,0.4,0.9,3.3,2.0,1.7,8.7,0.2,0.2,100.0,-1.1,2.5,1.4,5.9,2.9,8.8,0.1,2.8,2.9,0.3,"$7,000,000",1
